phage,host,phage_name,host_name
JX411619,CP027541,"Mycobacterium virus Rebeuca, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_019539,CP030026,Salmonella phage vB_SenS-Ent1 complete genome,Salmonella enterica subsp. diarizonae serovar 59:z10:- strain SA20051472 chromosome
NC_019538,CP006870,"Aeromonas phage CC2, complete genome","Aeromonas hydrophila NJ-35, complete genome"
MH669008,CP027541,"Mycobacterium phage Megamind, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH669009,CP027541,"Mycobacterium phage Nimbo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH669004,NZ_MIGA01000001,"Streptomyces phage Hank144, complete genome","Streptomyces platensis strain DSM 40041 contig00001, whole genome shotgun sequence"
MH669005,CP027541,"Mycobacterium phage JoeyJr, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH669007,NZ_CP029604,"Gordonia phage Marietta, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH669000,NZ_CP029604,"Gordonia phage Ali17, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH669001,CP027541,"Mycobacterium phage EleanorGeorge, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH669002,CP027541,"Mycobacterium phage Emmina, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH669003,CP027541,"Mycobacterium phage Girr, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JF704100,CP027541,"Mycobacterium phage Marvin, complete sequence","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JF704101,CP027541,"Mycobacterium virus Microwolf, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JF704104,CP027541,"Mycobacterium phage Zemanar, complete sequence","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JF704105,CP027541,"Mycobacterium phage Adephagia, complete sequence","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JF704106,CP027541,"Mycobacterium phage Anaya, complete sequence","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JF704107,CP027541,"Mycobacterium virus George, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JF704108,CP027541,"Mycobacterium virus JoeDirt, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JF704109,CP027541,"Mycobacterium phage Oosterbaan, complete sequence","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MG962376,CP027541,"Mycobacterium phage Thumb, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_010576,NZ_CM007353,"Lactococcus phage 1706, complete genome","Lactococcus lactis subsp. cremoris IBB477 chromosome, whole genome shotgun sequence"
NC_007967,CP020567,"Streptomyces phage mu1/6, complete genome","Kitasatospora aureofaciens strain DM-1 chromosome, complete genome"
JF937105,CP027541,"Mycobacterium phage Rey, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_020876,CP027541,"Mycobacterium phage First, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_020877,NZ_CP023560,"Staphylococcus phage vB_SauM_Romulus, complete genome",Staphylococcus aureus strain NMR08 chromosome
MK279862,LC361338,"Arthrobacter phage Lennox, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
NC_020870,QMJJ01000001,"Leuconostoc phage phiLN04, complete genome","Leuconostoc pseudomesenteroides strain KMB_610 NODE_1_length_515587_cov_101.157, whole genome shotgun sequence"
NC_020871,CP027029,"Listeria phage vB_LmoM_AG20, complete genome",Listeria monocytogenes strain Lm16 chromosome
NC_010807,CP030026,"Salmonella phage phiSG-JL2, complete genome",Salmonella enterica subsp. diarizonae serovar 59:z10:- strain SA20051472 chromosome
KF841476,CP027541,"Mycobacterium phage Melvin, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_010808,NZ_CP023560,"Staphylococcus phage phiMR25, complete genome",Staphylococcus aureus strain NMR08 chromosome
MG757160,CP027541,"Mycobacterium phage Kimchi, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_010153,NZ_CP029289,"Acidianus filamentous virus 7, complete genome","Acidianus brierleyi strain DSM 1651 chromosome, complete genome"
MK359347,CP027541,"Mycobacterium phage Ading, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF668278,CP027541,"Mycobacterium phage Morpher26, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF668279,LC361338,"Arthrobacter phage Nellie, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
KT347314,CP027541,"Mycobacterium phage Phreak, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF668272,CP027541,"Mycobacterium phage Gideon, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF668270,CP027541,"Mycobacterium phage Emma, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF668276,CP027541,"Mycobacterium phage Lulumae, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF668277,CP027541,"Mycobacterium phage MadamMonkfish, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF668274,LC361338,"Arthrobacter phage JayCookie, complete genome","Arthrobacter sp. NHB-10 myd gene for mycodextranase, complete cds"
MF668275,NZ_UFTQ01000001,"Brevibacterium phage LuckyBarnes, complete genome","Brevibacterium iodinum strain NCTC9742, whole genome shotgun sequence"
MG757161,CP027541,"Mycobacterium phage LugYA, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
KU984914,CP027541,"Mycobacterium phage Malinsilva, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_007052,NZ_CP023560,"Staphylococcus phage 42e, complete genome",Staphylococcus aureus strain NMR08 chromosome
NC_016435,CP022580,"Gordonia phage GRU1, complete genome","Gordonia rubripertincta strain CWB2 chromosome, complete genome"
NC_016434,NZ_CP029604,"Gordonia phage GTE5, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH536823,CP019892,"Microbacterium phage Musetta, complete genome",Microbacterium foliorum strain 122 genome
NC_028764,NBTS02000002,"Clostridium phage phiCD505, complete genome","Clostridioides difficile strain FDAARGOS_268 scf7180000000004_quiver_pilon, whole genome shotgun sequence"
MH536822,CP027541,"Mycobacterium phage Joy99, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
GQ303264,CP027541,"Mycobacterium phage Puhltonio, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
GQ303265,CP027541,"Mycobacterium phage Pumpkin, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_027985,CP027541,"Mycobacterium phage UncleHowie, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
GQ303261,CP027541,"Mycobacterium phage Hope, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
GQ303262,CP027541,"Mycobacterium phage LRRHood, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028813,CP027541,"Mycobacterium phage Seagreen, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_021471,NZ_AOLR01000018,"Halovirus HSTV-1, complete genome","Haloarcula sinaiiensis ATCC 33800 contig_18, whole genome shotgun sequence"
MH001459,CP027541,"Mycobacterium phage KittenMittens, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH001458,CP027541,"Mycobacterium phage Smeagol, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH001457,NZ_CM001889,"Streptomyces phage Nesbitt, complete genome","Streptomyces lividans 1326 chromosome, whole genome shotgun sequence"
MH001456,CP027541,"Mycobacterium phage CLED96, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH001455,CP027541,"Mycobacterium phage Remy19, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH001454,NZ_CP029604,"Gordonia phage Waits, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH001453,CP027541,"Mycobacterium phage Adonis, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH001452,CP027541,"Mycobacterium phage Kheth, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH001451,CP027541,"Mycobacterium phage Nairb, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH001450,CP027541,"Mycobacterium phage Jeon, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028951,NBTS02000002,"Clostridium phage phiCD481-1, complete genome","Clostridioides difficile strain FDAARGOS_268 scf7180000000004_quiver_pilon, whole genome shotgun sequence"
NC_027379,CP021694,"Proteus phage PM 85, complete genome","Proteus mirabilis strain AR_0155, complete genome"
NC_024217,NZ_JMSZ01000016,"Nitrincola phage 1M3-16, complete genome","Nitrincola lacisaponensis strain 4CA MTCC16316_S1_L001_R1_001_(paired)_contig_5, whole genome shotgun sequence"
NC_000871,LS483339,"Streptococcus phage Sfi19, complete genome","Streptococcus thermophilus strain NCTC12958 genome assembly, chromosome: 1"
MF766047,NZ_OCQN01000001,"Streptomyces phage SqueakyClean, complete genome","Streptomyces sp. OK228, whole genome shotgun sequence"
NC_011222,NC_016776,"Bacteroides phage B40-8, complete genome","Bacteroides fragilis 638R, complete sequence"
MH479909,CP027541,"Mycobacterium phage Commander, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_028956,CP023044,"Mannheimia phage vB_MhS_1152AP2, complete genome","Mannheimia haemolytica strain 191 chromosome, complete genome"
KT321476,CP027541,"Mycobacterium phage Zeenon, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919499,CP027541,"Mycobacterium phage Daffodil, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919498,CP027541,"Mycobacterium phage Cindaradix, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919493,CP027541,"Mycobacterium phage Audrick, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919492,CP027541,"Mycobacterium phage Arib1, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919490,CP027541,"Mycobacterium phage Anselm, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919497,CP027541,"Mycobacterium phage Chance64, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919496,CP027541,"Mycobacterium phage Cerulean, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919495,CP027541,"Mycobacterium phage Bigswole, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MF919494,CP027541,"Mycobacterium phage BeanWater, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_003715,MTZF01000001,"Pseudomonas phage phi-6 segment L, complete sequence","Pseudomonas syringae pv. actinidiae strain NZ45 BV361_1, whole genome shotgun sequence"
MH926062,CP027541,"Mycobacterium phage Vorrps, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH926060,CP027541,"Mycobacterium phage Schadenfreude, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH926061,CP032788,"Corynebacterium phage Troy, complete genome","Corynebacterium xerosis strain GS 1 chromosome, complete genome"
KF493883,CP027541,"Mycobacterium phage Mosby, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH779503,CP027541,"Mycobacterium phage Gemini, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_029074,RXKE01000007,"Gordonia phage GordTnk2, complete genome","MAG Gordonia sp. isolate AWTP1-33 sample_33_scaffold_7, whole genome shotgun sequence"
MH779501,NZ_CP029604,"Gordonia phage Emianna, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH536819,NZ_CP029604,"Gordonia phage Fury, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH779507,CP027541,"Mycobacterium phage Hotshotbaby7, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH779505,CP027541,"Mycobacterium phage Grizzly, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH779504,NZ_CP029604,"Gordonia phage Getalong, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
NC_007189,LT906480,"Stenotrophomonas phage phiSMA9, complete genome","Stenotrophomonas maltophilia strain NCTC10257 genome assembly, chromosome: 1"
MH536813,CP027541,"Mycobacterium phage AugsMagnumOpus, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH779509,CP027541,"Mycobacterium phage Kasen3, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH779508,NZ_CP029604,"Gordonia phage Jifall16, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
MH536816,CP027541,"Mycobacterium phage DrFeelGood, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MH536817,CP027541,"Mycobacterium phage Druantia, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_030911,NZ_CP029604,"Gordonia phage Vendetta, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
NC_030913,NZ_CP029604,"Gordonia phage Wizard, complete genome","Gordonia terrae strain NRRL B-16283 chromosome, complete genome"
KX664448,CP027541,"Mycobacterium phage Watson, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
NC_030919,CP030026,"Salmonella phage 118970_sal4, complete genome",Salmonella enterica subsp. diarizonae serovar 59:z10:- strain SA20051472 chromosome
KX664447,CP027541,"Mycobacterium phage Phaeder, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JN020143,CP027541,"Mycobacterium phage ShiLan, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JN020142,CP027541,"Mycobacterium phage Mutaforma13, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JN020141,CP027541,"Mycobacterium phage Shauna1, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
JN020140,CP027541,"Mycobacterium virus MrGordo, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK112556,CP027541,"Mycobacterium phage Zerg, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK112554,CP027541,"Mycobacterium phage TinyTim, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK112555,CP027541,"Mycobacterium phage Zelda, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK112552,CP027541,"Mycobacterium phage Spartan300, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
MK112553,CP027541,"Mycobacterium Phage Squiggle, complete genome","Mycolicibacterium smegmatis MKD8 chromosome, complete genome"
